(7, 12)
(8, 12)
(9, 12)
(10, 12)
(11, 12)
(12, 12)
(13, 12)
(14, 12)
(15, 12)
(16, 12)
(17, 12)
(18, 12)
(19, 12)
(20, 12)
(21, 12)
(22, 12)
(23, 12)
(24, 12)
(25, 12)
(26, 12)
(27, 12)
(28, 12)
(29, 12)
(30, 12)
(31, 12)
(31, 11)
(32, 11)
(32, 10)
(33, 10)
(33, 9)
(34, 9)
(35, 10)
(36, 11)
(37, 12)
(38, 12)
(39, 12)
(40, 12)
(41, 12)
(42, 12)
(43, 12)
(44, 12)
(45, 12)
(45, 11)
(46, 11)
(47, 11)
(48, 12)
(49, 12)
(49, 11)
(50, 11)
(51, 11)
(52, 12)
(53, 12)
(53, 11)
(54, 11)
(55, 11)
(56, 12)
(57, 12)
(58, 12)
(59, 12)
(60, 12)
(61, 12)
(61, 11)
(62, 11)
(63, 11)
(64, 12)
(65, 12)
(66, 12)
(67, 12)
(68, 12)
(69, 12)
(70, 12)
(71, 12)
(72, 12)
(72, 11)
(73, 11)
(73, 10)
(73, 9)
(74, 9)
(75, 9)
(76, 10)
(77, 11)
(78, 12)
(79, 12)
(80, 12)
(81, 12)
(82, 12)
(83, 12)
(84, 12)
(85, 12)
(86, 12)
(87, 12)
(88, 12)
(89, 12)
(90, 12)
(91, 12)
(92, 12)
(93, 12)
(94, 12)
(95, 12)
(96, 12)
(97, 12)
(98, 12)
(99, 12)
(100, 12)
(101, 12)
(102, 12)
(103, 12)
(103, 11)
(104, 11)
(105, 11)
(105, 11)
(106, 11)
(107, 11)
(108, 11)
(109, 12)
(110, 12)
(111, 12)
(112, 12)
(113, 12)
(114, 12)
(115, 12)
(116, 12)
(117, 12)
(118, 12)
(119, 12)
(120, 12)
(121, 12)
(122, 12)
(122, 11)
(123, 11)
(123, 10)
(124, 10)
(124, 9)
(125, 9)
(125, 8)
(126, 8)
(126, 7)
(127, 7)
(127, 6)
(128, 6)
(128, 5)
(129, 5)
(129, 4)
(130, 4)
(131, 4)
(131, 3)
(132, 3)
(132, 2)
(133, 2)
(133, 1)
(134, 1)
(134, 0)
(135, 0)
(136, 0)
(137, 1)
(138, 2)
(139, 3)
(140, 4)
(141, 4)
(142, 4)
(142, 3)
(143, 3)
(143, 2)
(144, 2)
(144, 1)
(145, 1)
(145, 0)
(146, 0)
(147, 0)
(148, 1)
(149, 2)
(150, 3)
(151, 4)
(152, 4)
(153, 4)
(154, 4)
(154, 3)
(155, 3)
(155, 2)
(156, 2)
(156, 1)
(157, 1)
(157, 0)
(158, 0)
(159, 0)
(159, 0)
(160, 0)
(161, 1)
(162, 2)
(163, 3)
(164, 4)
(165, 4)
(165, 3)
(166, 3)
(167, 3)
(168, 4)
(169, 5)
(170, 6)
(171, 7)
(172, 8)
(173, 9)
(174, 10)
(175, 11)
(176, 12)
(177, 12)
(178, 12)
(179, 12)
(179, 11)
(180, 11)
(180, 10)
(181, 10)
(182, 10)
(183, 11)
(184, 12)
(185, 12)
(186, 12)
(187, 12)
(188, 12)
(189, 12)
(190, 12)
(191, 12)
(192, 12)
(193, 12)
(194, 12)
(195, 12)
(196, 12)
(196, 11)
(197, 11)
(198, 11)
(199, 12)
(200, 12)
(200, 11)
(201, 11)
(202, 11)
(203, 12)
(204, 12)
(205, 12)
(206, 12)
(207, 12)
(208, 12)
(209, 12)
(210, 12)
(210, 11)
(211, 11)
(212, 11)
(213, 12)
(214, 12)
(215, 12)
(216, 12)
(217, 12)
(218, 12)
(219, 12)
(220, 12)
(221, 12)
(222, 12)
(223, 12)
(223, 11)
(224, 11)
(225, 11)
(226, 11)
(227, 12)
(228, 12)
(229, 12)
(230, 12)
(231, 12)
(232, 12)
(233, 12)
(234, 12)
(235, 12)
(236, 12)
(236, 11)
(237, 11)
(238, 11)
(239, 12)
(240, 12)
(241, 12)
(242, 12)
(243, 12)
(244, 12)
(244, 11)
(245, 11)
(246, 11)
(247, 11)
(248, 12)
(249, 12)
(250, 12)
(251, 12)
(252, 12)
(253, 12)
(254, 12)
(255, 12)
(256, 12)
(257, 12)
(258, 12)
(259, 12)
(260, 12)
(261, 12)
(262, 12)
(263, 12)
(264, 12)
(264, 11)
(265, 11)
(266, 11)
(266, 11)
(267, 11)
(268, 11)
(269, 11)
(270, 12)
(271, 12)
(271, 11)
(272, 11)
(272, 10)
(273, 10)
(273, 9)
(274, 9)
(274, 8)
(275, 8)
(275, 7)
(276, 7)
(277, 7)
(278, 8)
(278, 7)
(279, 7)
(279, 6)
(280, 6)
(280, 5)
(281, 5)
(281, 4)
(282, 4)
(283, 4)
(283, 3)
(284, 3)
(285, 3)
(286, 4)
(287, 5)
(288, 6)
(289, 7)
(290, 8)
(291, 9)
(292, 10)
(293, 11)
(294, 12)
(295, 12)
(296, 12)
(297, 12)
(298, 12)
(299, 12)
(300, 12)
(301, 12)
(302, 12)
(303, 12)
(304, 12)
(305, 12)
(306, 12)
(307, 12)
(308, 12)
(309, 12)
(310, 12)
(311, 12)
(312, 12)
(313, 12)
(313, 11)
(314, 11)
(314, 10)
(315, 10)
(315, 9)
(315, 8)
(316, 8)
(316, 7)
(317, 7)
(317, 6)
(317, 5)
(317, 4)
(318, 4)
(318, 3)
(319, 3)
(319, 2)
(319, 1)
(320, 1)
(321, 1)
(322, 1)
(323, 1)
(324, 1)
(325, 1)
(326, 1)
(327, 1)
(328, 1)
(329, 1)
(330, 1)
(331, 1)
(332, 1)
(333, 1)
(334, 1)
(335, 1)
(336, 1)
(337, 1)
(338, 1)
(339, 1)
(340, 1)
(341, 1)
(342, 1)
(343, 1)
(344, 1)
(345, 1)
(346, 1)
(347, 1)
(348, 1)
(349, 1)
(349, 0)
(350, 0)
(351, 0)
(352, 1)
(353, 2)
(354, 3)
