(2, 12)
(3, 12)
(4, 12)
(5, 12)
(6, 12)
(7, 12)
(8, 12)
(9, 12)
(10, 12)
(11, 12)
(11, 11)
(12, 11)
(12, 10)
(13, 10)
(13, 9)
(14, 9)
(14, 9)
(15, 9)
(16, 9)
(17, 10)
(18, 11)
(19, 12)
(20, 12)
(21, 12)
(22, 12)
(23, 12)
(24, 12)
(24, 11)
(25, 11)
(26, 11)
(27, 12)
(28, 12)
(29, 12)
(30, 12)
(31, 12)
(32, 12)
(33, 12)
(34, 12)
(35, 12)
(36, 12)
(37, 12)
(38, 12)
(39, 12)
(40, 12)
(41, 12)
(42, 12)
(43, 12)
(44, 12)
(45, 12)
(46, 12)
(47, 12)
(48, 12)
(49, 12)
(50, 12)
(51, 12)
(52, 12)
(53, 12)
(54, 12)
(55, 12)
(56, 12)
(57, 12)
(58, 12)
(59, 12)
(60, 12)
(61, 12)
(62, 12)
(63, 12)
(64, 12)
(65, 12)
(66, 12)
(67, 12)
(68, 12)
(69, 12)
(70, 12)
(70, 11)
(71, 11)
(72, 11)
(72, 11)
(73, 11)
(74, 11)
(75, 12)
(76, 12)
(77, 12)
(78, 12)
(79, 12)
(80, 12)
(81, 12)
(82, 12)
(83, 12)
(84, 12)
(85, 12)
(86, 12)
(87, 12)
(88, 12)
(89, 12)
(90, 12)
(91, 12)
(92, 12)
(93, 12)
(93, 11)
(94, 11)
(94, 10)
(95, 10)
(95, 9)
(96, 9)
(97, 9)
(98, 10)
(99, 11)
(100, 12)
(101, 12)
(102, 12)
(103, 12)
(104, 12)
(105, 12)
(105, 11)
(106, 11)
(106, 10)
(107, 10)
(107, 9)
(108, 9)
(108, 8)
(109, 8)
(110, 8)
(111, 8)
(112, 9)
(113, 10)
(114, 11)
(115, 12)
(116, 12)
(117, 12)
(118, 12)
(119, 12)
(120, 12)
(121, 12)
(121, 11)
(122, 11)
(122, 10)
(123, 10)
(123, 9)
(124, 9)
(124, 8)
(125, 8)
(126, 8)
(127, 8)
(128, 9)
(129, 10)
(130, 11)
(131, 12)
(132, 12)
(133, 12)
(134, 12)
(135, 12)
(136, 12)
(137, 12)
(138, 12)
(139, 12)
(140, 12)
(141, 12)
(141, 11)
(142, 11)
(143, 11)
(144, 12)
(145, 12)
(146, 12)
(147, 12)
(148, 12)
(149, 12)
(150, 12)
(151, 12)
(152, 12)
(153, 12)
(154, 12)
(154, 11)
(155, 11)
(155, 10)
(156, 10)
(156, 9)
(157, 9)
(158, 9)
(159, 10)
(160, 11)
(161, 12)
(162, 12)
(163, 12)
(164, 12)
(165, 12)
(166, 12)
(166, 11)
(167, 11)
(168, 11)
(168, 11)
(169, 11)
(170, 11)
(171, 12)
(172, 12)
(172, 11)
(173, 11)
(174, 11)
(175, 12)
(176, 12)
(177, 12)
(178, 12)
(179, 12)
(179, 11)
(180, 11)
(180, 10)
(181, 10)
(181, 9)
(182, 9)
(183, 9)
(184, 10)
(185, 11)
(186, 12)
(187, 12)
(188, 12)
(189, 12)
(190, 12)
(191, 12)
(192, 12)
(193, 12)
(194, 12)
(195, 12)
(196, 12)
(197, 12)
(198, 12)
(199, 12)
(200, 12)
(200, 11)
(201, 11)
(201, 10)
(202, 10)
(202, 9)
(203, 9)
(203, 8)
(204, 8)
(204, 7)
(205, 7)
(205, 6)
(206, 6)
(206, 5)
(207, 5)
(207, 4)
(208, 4)
(209, 4)
(209, 4)
(210, 4)
(211, 4)
(212, 5)
(213, 6)
(214, 7)
(215, 8)
(216, 9)
(217, 10)
(218, 11)
(219, 11)
(220, 12)
(221, 12)
